#Column	usrid	(I7)	User Table identifier	(cross_match.usrid)	[""]	[meta.id]
#Column	separation	(F9.2)	Distance from master source to user source	(cross_match.separation)	["arcsec"]	[pos.angDistance]
#Column	probability	(F9.2)	Probability that master source and user source are a match	(cross_match.probability)	[""]	[stat.probability]
#Column	dataset_id	(I10)	Dataset identifier used to access Data Products	(dataset.dataset_id)	[""]	[meta.id]
#Column	name	(A20)	Source name in the format 'CXO Jhhmmss.s +/- ddmmss'	(master_source.name)	[""]	[meta.id;meta.main]
#Column	ra	(A12)	Source position, ICRS right ascension	(master_source.ra)	[""]	[pos.eq.ra;meta.main]
#Column	dec	(A11)	Source position, ICRS declination	(master_source.dec)	[""]	[pos.eq.dec;meta.main]
#Column	err_ellipse_r0	(F7.2)	Major radius of the 95% confidence level error ellipse	(master_source.err_ellipse_r0)	["arcsec"]	[phys.angSize.smaj;pos.errorEllipse]
#Column	conf_flag	(A5)	Source regions overlap (source is confused)	(master_source.conf_flag)	[""]	[meta.code]
#Column	sat_src_flag	(A5)	Source is saturated in all observations; source properties are unreliable	(master_source.sat_src_flag)	[""]	[meta.code.qual;instr.saturation]
#Column	significance	(F7.2)	Highest source flux significance across all observations	(master_source.significance)	[""]	[stat.snr]
#Column	flux_aper_b	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, calculated by counting X-ray events; ACIS broad energy band	(master_source.flux_aper_b)	["erg/s/cm^2"]	[phot.flux;src.net;em.X-ray]
#Column	flux_aper_lolim_b	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, calculated by counting X-ray events (68% lower confidence limit); ACIS broad energy band	(master_source.flux_aper_lolim_b)	["erg/s/cm^2"]	[stat.error;phot.flux;src.net;stat.min;em.X-ray]
#Column	flux_aper_hilim_b	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, calculated by counting X-ray events (68% upper confidence limit); ACIS broad energy band	(master_source.flux_aper_hilim_b)	["erg/s/cm^2"]	[stat.error;phot.flux;src.net;stat.max;em.X-ray]
#Column	flux_aper_w	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, calculated by counting X-ray events; HRC wide energy band	(master_source.flux_aper_w)	["erg/s/cm^2"]	[phot.flux;src.net;em.X-ray]
#Column	flux_aper_lolim_w	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, calculated by counting X-ray events (68% lower confidence limit); HRC wide energy band	(master_source.flux_aper_lolim_w)	["erg/s/cm^2"]	[stat.error;phot.flux;src.net;stat.min;em.X-ray]
#Column	flux_aper_hilim_w	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, calculated by counting X-ray events (68% upper confidence limit); HRC wide energy band	(master_source.flux_aper_hilim_w)	["erg/s/cm^2"]	[stat.error;phot.flux;src.net;stat.max;em.X-ray]
usrid	separation	probability	dataset_id	name	ra	dec	err_ellipse_r0	conf_flag	sat_src_flag	significance	flux_aper_b	flux_aper_lolim_b	flux_aper_hilim_b	flux_aper_w	flux_aper_lolim_w	flux_aper_hilim_w
     76	   108.82	     0.00	     77903	CXO J024142.1+593527	 02 41 42.14	+59 35 27.68	   0.53	FALSE	FALSE	   4.36	2.799e-14	2.342e-14	3.260e-14	         	         	         
     76	   110.59	     0.00	     77907	CXO J024144.8+593734	 02 41 44.88	+59 37 34.87	   0.39	FALSE	FALSE	   7.43	7.817e-14	6.997e-14	8.644e-14	         	         	         
     76	   117.91	     0.00	     77902	CXO J024142.0+593511	 02 41 42.00	+59 35 11.08	   0.49	FALSE	FALSE	   4.99	3.692e-14	3.161e-14	4.228e-14	         	         	         
     76	   128.84	     0.00	    152678	CXO J024154.7+593406	 02 41 54.79	+59 34 06.57	   0.52	FALSE	FALSE	   4.79	3.502e-14	2.973e-14	4.025e-14	         	         	         
     76	   133.07	     0.00	    152683	CXO J024139.3+593714	 02 41 39.33	+59 37 14.91	   0.37	FALSE	FALSE	  10.13	1.038e-13	9.539e-14	1.122e-13	         	         	         
     76	   157.45	     0.00	     77906	CXO J024202.2+593843	 02 42 02.25	+59 38 43.00	   0.43	FALSE	FALSE	   6.89	3.142e-14	2.804e-14	3.477e-14	         	         	         
     76	   157.72	     0.00	     77910	CXO J024149.2+593343	 02 41 49.27	+59 33 43.84	   1.14	FALSE	FALSE	   3.16	1.624e-14	1.124e-14	2.145e-14	         	         	         
     76	   169.37	     0.00	     77911	CXO J024211.3+593419	 02 42 11.34	+59 34 19.93	   0.96	FALSE	FALSE	   3.84	1.789e-14	1.349e-14	2.296e-14	         	         	         
     77	    97.97	     0.00	     46977	CXO J121502.0+361431	 12 15 02.09	+36 14 31.81	   0.78	 TRUE	FALSE	  11.16	5.600e-14	5.275e-14	5.928e-14	         	         	         
     77	   113.02	     0.00	     46937	CXO J121451.2+361427	 12 14 51.28	+36 14 27.33	   3.55	FALSE	FALSE	   4.36	7.104e-15	3.295e-15	1.094e-14	         	         	         
     77	   120.61	     0.00	     46916	CXO J121503.9+361443	 12 15 03.97	+36 14 43.66	   1.02	 TRUE	FALSE	   7.64	2.519e-14	2.278e-14	2.761e-14	         	         	         
     77	   147.46	     0.00	     46999	CXO J121453.3+361051	 12 14 53.36	+36 10 51.06	   5.11	FALSE	FALSE	   5.99	1.857e-14	1.384e-14	2.331e-14	         	         	         
     77	   152.45	     0.00	     47005	CXO J121502.3+361530	 12 15 02.31	+36 15 30.68	   3.42	FALSE	FALSE	   3.52	7.856e-15	5.139e-15	1.058e-14	         	         	         
     78	     5.57	     0.00	     46908	CXO J121539.1+361931	 12 15 39.18	+36 19 31.23	   0.65	FALSE	FALSE	   5.10	9.821e-15	7.890e-15	1.173e-14	         	         	         
     78	     8.79	     0.00	     46981	CXO J121539.9+361936	 12 15 39.90	+36 19 36.20	   1.00	 TRUE	FALSE	   3.53	3.579e-15	2.549e-15	4.611e-15	         	         	         
     78	    14.63	     0.00	     46910	CXO J121538.1+361944	 12 15 38.16	+36 19 44.89	   0.32	FALSE	FALSE	  13.18	5.074e-14	4.794e-14	5.351e-14	         	         	         
     78	    19.18	     0.00	     46970	CXO J121538.2+361921	 12 15 38.26	+36 19 21.12	   0.30	FALSE	FALSE	  28.46	1.251e-13	1.212e-13	1.291e-13	         	         	         
     78	    20.72	     0.00	     46909	CXO J121540.8+361939	 12 15 40.87	+36 19 39.64	   0.48	FALSE	FALSE	   5.23	9.521e-15	8.232e-15	1.080e-14	         	         	         
     78	    52.42	     0.00	     46957	CXO J121535.1+361957	 12 15 35.17	+36 19 57.03	   0.92	FALSE	FALSE	   3.30	3.128e-15	1.931e-15	4.336e-15	         	         	         
     78	    56.64	     0.00	     47009	CXO J121540.0+361841	 12 15 40.00	+36 18 41.05	   0.59	FALSE	FALSE	   3.79	1.602e-15	1.239e-15	1.964e-15	         	         	         
     78	    78.79	     0.00	     47010	CXO J121533.4+361859	 12 15 33.42	+36 18 59.64	   0.55	FALSE	FALSE	   3.78	1.958e-15	1.537e-15	2.380e-15	         	         	         
     78	    84.19	     0.00	     46906	CXO J121544.7+361846	 12 15 44.74	+36 18 46.31	   0.45	FALSE	FALSE	   6.62	1.291e-14	1.146e-14	1.437e-14	         	         	         
     78	   101.37	     0.00	     46913	CXO J121541.4+362114	 12 15 41.42	+36 21 14.47	   0.40	FALSE	FALSE	  11.23	3.200e-14	2.985e-14	3.417e-14	         	         	         
     78	   147.27	     0.00	     46925	CXO J121547.4+362124	 12 15 47.47	+36 21 24.69	   0.86	FALSE	FALSE	   4.51	4.899e-15	4.010e-15	5.797e-15	         	         	         
     78	   155.25	     0.00	     46982	CXO J121526.3+361944	 12 15 26.34	+36 19 44.23	   0.54	FALSE	FALSE	   6.12	8.000e-15	6.838e-15	9.174e-15	         	         	         
     78	   163.42	     0.00	     46928	CXO J121537.2+362218	 12 15 37.26	+36 22 18.58	   1.38	FALSE	FALSE	   3.31	1.501e-15	9.726e-16	2.090e-15	         	         	         
     78	   172.36	     0.00	     46912	CXO J121534.4+362219	 12 15 34.41	+36 22 19.28	   0.55	FALSE	FALSE	   7.60	1.970e-14	1.773e-14	2.169e-14	         	         	         
     78	   177.05	     0.00	     47024	CXO J121549.2+362145	 12 15 49.26	+36 21 45.15	   1.16	FALSE	FALSE	   4.47	9.884e-15	8.120e-15	1.167e-14	         	         	         
     78	   179.32	     0.00	     46926	CXO J121530.7+362204	 12 15 30.78	+36 22 04.72	   1.07	FALSE	FALSE	   3.29	2.249e-15	1.477e-15	3.107e-15	         	         	         
     84	   122.11	     0.00	    102540	CXO J025553.5+585008	 02 55 53.53	+58 50 08.90	   3.51	FALSE	FALSE	   4.52	2.926e-14	2.304e-14	3.546e-14	         	         	         
     84	   142.04	     0.00	    102544	CXO J025551.7+585340	 02 55 51.77	+58 53 40.78	   2.74	FALSE	FALSE	   4.90	1.123e-14	8.339e-15	1.410e-14	         	         	         
     84	   156.34	     0.00	    102541	CXO J025559.7+585013	 02 55 59.70	+58 50 13.60	   4.01	FALSE	FALSE	   3.07	8.208e-15	4.853e-15	1.154e-14	         	         	         
     84	   157.67	     0.00	    102542	CXO J025602.9+585125	 02 56 02.95	+58 51 25.26	   2.02	FALSE	FALSE	   5.97	1.904e-14	1.561e-14	2.249e-14	         	         	         
     86	     0.26	     0.13	     77761	CXO J023635.4+593917	 02 36 35.47	+59 39 17.46	   0.42	 TRUE	FALSE	  12.68	3.560e-14	3.283e-14	3.841e-14	         	         	         
     86	     2.40	     0.00	     77759	CXO J023635.2+593916	 02 36 35.21	+59 39 16.24	   0.52	 TRUE	FALSE	   3.23	2.998e-15	1.968e-15	4.029e-15	         	         	         
     86	     2.79	     0.00	     77757	CXO J023635.5+593915	 02 36 35.56	+59 39 15.02	   0.48	 TRUE	FALSE	   5.65	8.885e-15	7.294e-15	1.046e-14	         	         	         
     86	     3.15	     0.00	     77763	CXO J023635.8+593918	 02 36 35.86	+59 39 18.43	   0.42	 TRUE	FALSE	  13.61	4.027e-14	3.735e-14	4.323e-14	         	         	         
     86	     4.35	     0.00	     77767	CXO J023635.8+593920	 02 36 35.84	+59 39 20.97	   0.53	 TRUE	FALSE	   4.73	5.344e-15	4.194e-15	6.486e-15	         	         	         
     86	     4.60	     0.00	     77771	CXO J023635.3+593922	 02 36 35.32	+59 39 22.18	   0.53	 TRUE	FALSE	   4.73	5.226e-15	4.108e-15	6.342e-15	         	         	         
     86	     5.76	     0.00	     77770	CXO J023634.9+593921	 02 36 34.95	+59 39 21.99	   0.57	 TRUE	FALSE	   3.99	3.145e-15	2.289e-15	3.995e-15	         	         	         
     86	     7.07	     0.00	     77760	CXO J023636.3+593917	 02 36 36.39	+59 39 17.25	   0.44	 TRUE	FALSE	   8.80	1.599e-14	1.419e-14	1.782e-14	         	         	         
     86	     7.16	     0.00	     77764	CXO J023636.3+593920	 02 36 36.34	+59 39 20.29	   0.60	 TRUE	FALSE	   3.70	2.202e-15	1.544e-15	2.857e-15	         	         	         
     86	     8.17	     0.00	     77754	CXO J023634.9+593910	 02 36 34.93	+59 39 10.60	   0.57	FALSE	FALSE	   3.82	4.715e-15	3.501e-15	5.921e-15	         	         	         
     86	     9.34	     0.00	     77762	CXO J023634.2+593917	 02 36 34.23	+59 39 17.63	   0.44	FALSE	FALSE	   8.71	1.059e-14	9.369e-15	1.183e-14	         	         	         
     86	     9.34	     0.00	     77776	CXO J023635.8+593926	 02 36 35.82	+59 39 26.63	   0.43	FALSE	FALSE	   9.74	2.165e-14	1.943e-14	2.390e-14	         	         	         
     86	    12.38	     0.00	     77769	CXO J023633.8+593920	 02 36 33.88	+59 39 20.77	   0.44	FALSE	FALSE	   9.41	2.012e-14	1.799e-14	2.224e-14	         	         	         
     86	    13.01	     0.00	     77749	CXO J023635.3+593904	 02 36 35.31	+59 39 04.73	   0.43	FALSE	FALSE	   9.47	2.097e-14	1.879e-14	2.318e-14	         	         	         
     86	    13.94	     0.00	     77819	CXO J023637.2+593915	 02 36 37.28	+59 39 15.55	   0.64	FALSE	FALSE	   3.14	2.276e-15	1.567e-15	3.110e-15	         	         	         
     86	    14.76	     0.00	     77766	CXO J023637.3+593921	 02 36 37.36	+59 39 21.13	   0.49	FALSE	FALSE	   5.83	5.398e-15	4.430e-15	6.356e-15	         	         	         
     86	    18.46	     0.00	     77818	CXO J023633.1+593912	 02 36 33.13	+59 39 12.39	   0.70	FALSE	FALSE	   3.17	1.717e-15	1.149e-15	2.377e-15	         	         	         
     86	    23.40	     0.00	     77772	CXO J023638.4+593922	 02 36 38.47	+59 39 22.77	   0.50	FALSE	FALSE	   5.58	1.025e-14	8.466e-15	1.205e-14	         	         	         
     86	    26.02	     0.00	     77779	CXO J023634.3+593942	 02 36 34.38	+59 39 42.41	   0.51	FALSE	FALSE	   6.05	1.101e-14	9.193e-15	1.281e-14	         	         	         
     86	    26.70	     0.00	     77758	CXO J023631.9+593914	 02 36 31.96	+59 39 14.93	   0.63	FALSE	FALSE	   3.97	2.698e-15	2.033e-15	3.442e-15	         	         	         
     86	    26.87	     0.00	     77883	CXO J023633.4+593855	 02 36 33.45	+59 38 55.58	   0.42	FALSE	FALSE	  17.74	2.239e-14	2.112e-14	2.367e-14	         	         	         
     86	    27.01	     0.00	     77777	CXO J023638.4+593932	 02 36 38.48	+59 39 32.09	   0.56	FALSE	FALSE	   4.22	2.731e-15	2.068e-15	3.395e-15	         	         	         
     86	    27.71	     0.00	     77745	CXO J023634.5+593850	 02 36 34.55	+59 38 50.87	   0.44	FALSE	FALSE	   9.40	1.130e-14	1.009e-14	1.252e-14	         	         	         
     86	    28.37	     0.00	     77765	CXO J023631.7+593918	 02 36 31.72	+59 39 18.75	   0.65	FALSE	FALSE	   3.68	3.555e-15	2.570e-15	4.530e-15	         	         	         
     86	    29.79	     0.00	     77822	CXO J023633.1+593941	 02 36 33.11	+59 39 41.56	   0.66	FALSE	FALSE	   3.83	2.693e-15	1.930e-15	3.459e-15	         	         	         
     86	    30.02	     0.00	     77752	CXO J023639.2+593910	 02 36 39.29	+59 39 10.04	   0.54	 TRUE	FALSE	   4.24	9.184e-16	6.062e-16	1.228e-15	         	         	         
     86	    31.72	     0.00	     77781	CXO J023637.7+593944	 02 36 37.74	+59 39 44.33	   0.46	FALSE	FALSE	   8.02	1.457e-14	1.276e-14	1.636e-14	         	         	         
     86	    32.97	     0.00	     77753	CXO J023639.7+593910	 02 36 39.70	+59 39 10.23	   0.44	 TRUE	FALSE	   7.36	1.118e-14	9.649e-15	1.269e-14	         	         	         
     86	    33.82	     0.00	     77747	CXO J023631.8+593857	 02 36 31.86	+59 38 57.71	   0.58	FALSE	FALSE	   4.75	6.159e-15	4.874e-15	7.453e-15	         	         	         
     86	    35.22	     0.00	     77820	CXO J023640.1+593918	 02 36 40.11	+59 39 18.50	   0.62	FALSE	FALSE	   3.31	1.800e-15	1.185e-15	2.420e-15	         	         	         
     86	    36.06	     0.00	     77780	CXO J023632.6+593946	 02 36 32.60	+59 39 46.50	   0.75	FALSE	FALSE	   3.16	1.526e-15	9.813e-16	2.148e-15	         	         	         
     86	    36.46	     0.00	     77742	CXO J023636.4+593842	 02 36 36.48	+59 38 42.07	   0.42	FALSE	FALSE	  10.63	2.698e-14	2.446e-14	2.952e-14	         	         	         
     86	    36.75	     0.00	     77744	CXO J023638.2+593847	 02 36 38.20	+59 38 47.41	   0.54	FALSE	FALSE	   4.41	3.758e-15	2.828e-15	4.680e-15	         	         	         
     86	    38.95	     0.00	     77778	CXO J023630.8+593934	 02 36 30.84	+59 39 34.75	   0.60	FALSE	FALSE	   4.49	4.442e-15	3.421e-15	5.465e-15	         	         	         
     86	    40.69	     0.00	     77773	CXO J023630.1+593922	 02 36 30.13	+59 39 22.76	   0.42	FALSE	FALSE	  16.60	6.072e-14	5.710e-14	6.438e-14	         	         	         
     86	    45.62	     0.00	     77746	CXO J023640.5+593853	 02 36 40.57	+59 38 53.60	   0.41	FALSE	FALSE	  13.51	4.266e-14	3.952e-14	4.584e-14	         	         	         
     86	    48.49	     0.00	     77741	CXO J023631.2+593840	 02 36 31.28	+59 38 40.96	   0.53	FALSE	FALSE	   5.68	8.935e-15	7.371e-15	1.051e-14	         	         	         
     86	    49.10	     0.00	     77782	CXO J023640.4+593949	 02 36 40.40	+59 39 49.51	   0.45	FALSE	FALSE	   8.93	1.518e-14	1.349e-14	1.689e-14	         	         	         
     86	    49.41	     0.00	     77748	CXO J023629.3+593901	 02 36 29.30	+59 39 01.46	   0.49	FALSE	FALSE	   7.30	1.266e-14	1.091e-14	1.438e-14	         	         	         
     86	    50.18	     0.00	     77784	CXO J023631.0+593955	 02 36 31.05	+59 39 55.14	   0.46	FALSE	FALSE	   9.45	2.015e-14	1.804e-14	2.227e-14	         	         	         
     86	    55.70	     0.00	     77785	CXO J023630.0+593955	 02 36 30.03	+59 39 55.21	   0.49	FALSE	FALSE	   7.75	9.626e-15	8.366e-15	1.090e-14	         	         	         
     86	    56.76	     0.00	     77895	CXO J023642.3+593856	 02 36 42.39	+59 38 56.22	   0.52	FALSE	FALSE	   5.11	8.810e-15	7.172e-15	1.062e-14	         	         	         
     86	    62.00	     0.00	     77815	CXO J023635.8+593815	 02 36 35.81	+59 38 15.76	   0.70	FALSE	FALSE	   3.25	3.298e-15	2.369e-15	4.404e-15	         	         	         
     86	    62.37	     0.00	     77783	CXO J023628.5+593951	 02 36 28.58	+59 39 51.91	   0.66	FALSE	FALSE	   4.48	5.477e-15	4.351e-15	6.762e-15	         	         	         
     86	    65.38	     0.00	     77737	CXO J023631.7+593818	 02 36 31.73	+59 38 18.76	   0.53	FALSE	FALSE	   5.74	6.768e-15	5.512e-15	8.036e-15	         	         	         
     86	    66.66	     0.00	     77775	CXO J023644.1+593926	 02 36 44.17	+59 39 26.86	   0.42	FALSE	FALSE	  12.58	3.662e-14	3.370e-14	3.951e-14	         	         	         
     86	    72.39	     0.00	     77751	CXO J023626.0+593906	 02 36 26.02	+59 39 06.91	   0.54	FALSE	FALSE	   6.52	6.829e-15	5.770e-15	7.898e-15	         	         	         
     86	    72.76	     0.00	     77740	CXO J023643.6+593839	 02 36 43.61	+59 38 39.25	   0.45	FALSE	FALSE	   8.29	1.329e-14	1.164e-14	1.496e-14	         	         	         
     86	    76.64	     0.00	     77790	CXO J023641.0+594021	 02 36 41.08	+59 40 21.42	   0.44	FALSE	FALSE	  11.52	3.011e-14	2.747e-14	3.272e-14	         	         	         
     86	    77.81	     0.00	     77774	CXO J023625.2+593924	 02 36 25.23	+59 39 24.66	   0.42	FALSE	FALSE	  20.78	8.806e-14	8.386e-14	9.230e-14	         	         	         
     86	    78.05	     0.00	     77787	CXO J023644.0+594000	 02 36 44.05	+59 40 00.81	   0.47	FALSE	FALSE	   8.37	7.660e-15	6.725e-15	8.605e-15	         	         	         
     86	    79.33	     0.00	     77743	CXO J023626.1+593841	 02 36 26.12	+59 38 41.88	   0.72	FALSE	FALSE	   3.82	4.322e-15	3.186e-15	5.620e-15	         	         	         
     86	    80.55	     0.00	     77792	CXO J023640.2+594029	 02 36 40.20	+59 40 29.80	   0.80	FALSE	FALSE	   3.27	2.606e-15	1.815e-15	3.504e-15	         	         	         
     86	    86.60	     0.00	     77734	CXO J023636.6+593751	 02 36 36.64	+59 37 51.57	   0.59	FALSE	FALSE	   4.76	8.948e-15	7.214e-15	1.091e-14	         	         	         
     86	    88.33	     0.00	     77735	CXO J023632.3+593752	 02 36 32.37	+59 37 52.53	   0.60	FALSE	FALSE	   4.69	4.754e-15	3.696e-15	5.803e-15	         	         	         
     86	    90.64	     0.00	     77788	CXO J023644.8+594014	 02 36 44.82	+59 40 14.17	   0.52	FALSE	FALSE	   6.83	1.140e-14	9.734e-15	1.304e-14	         	         	         
     86	    93.48	     0.00	     77825	CXO J023644.9+594017	 02 36 44.95	+59 40 17.41	   0.76	FALSE	FALSE	   3.56	4.126e-15	3.078e-15	5.361e-15	         	         	         
     86	    99.23	     0.00	     77756	CXO J023622.3+593914	 02 36 22.37	+59 39 14.43	   0.73	FALSE	FALSE	   4.29	4.988e-15	3.796e-15	6.179e-15	         	         	         
     86	   100.42	     0.00	     77739	CXO J023623.3+593837	 02 36 23.30	+59 38 37.76	   0.49	FALSE	FALSE	   9.08	1.741e-14	1.547e-14	1.932e-14	         	         	         
     86	   104.46	     0.00	     77865	CXO J023622.4+593951	 02 36 22.41	+59 39 51.28	   0.97	FALSE	FALSE	   3.03	2.823e-15	1.868e-15	3.784e-15	         	         	         
     86	   105.22	     0.00	     77768	CXO J023649.3+593921	 02 36 49.34	+59 39 21.45	   0.47	FALSE	FALSE	   8.96	2.084e-14	1.852e-14	2.318e-14	         	         	         
     86	   108.60	     0.00	     77824	CXO J023622.6+594005	 02 36 22.61	+59 40 05.86	   0.75	FALSE	FALSE	   5.24	6.734e-15	5.465e-15	8.016e-15	         	         	         
     86	   108.89	     0.00	     77733	CXO J023637.9+593730	 02 36 37.99	+59 37 30.52	   0.60	FALSE	FALSE	   4.96	3.326e-15	2.675e-15	4.040e-15	         	         	         
     86	   111.55	     0.00	     77793	CXO J023646.4+594031	 02 36 46.47	+59 40 31.80	   0.49	FALSE	FALSE	   8.55	1.394e-14	1.232e-14	1.557e-14	         	         	         
     86	   122.31	     0.00	     77736	CXO J023621.9+593811	 02 36 21.91	+59 38 11.35	   0.42	FALSE	FALSE	  28.25	1.337e-13	1.290e-13	1.384e-13	         	         	         
     86	   127.92	     0.00	     77823	CXO J023619.7+594003	 02 36 19.72	+59 40 03.90	   0.91	FALSE	FALSE	   3.51	3.116e-15	2.251e-15	4.105e-15	         	         	         
     86	   129.54	     0.00	     77813	CXO J023621.4+593803	 02 36 21.42	+59 38 03.84	   0.91	FALSE	FALSE	   3.04	6.964e-16	3.095e-16	1.087e-15	         	         	         
     86	   131.58	     0.00	     77795	CXO J023624.0+594056	 02 36 24.04	+59 40 56.85	   0.46	FALSE	FALSE	  12.47	3.873e-14	3.564e-14	4.185e-14	         	         	         
     86	   134.59	     0.00	     77798	CXO J023628.7+594122	 02 36 28.75	+59 41 22.32	   0.55	 TRUE	FALSE	   8.06	1.643e-14	1.436e-14	1.847e-14	         	         	         
     86	   136.77	     0.00	     77800	CXO J023628.9+594125	 02 36 28.90	+59 41 25.13	   0.52	 TRUE	FALSE	   9.58	2.336e-14	2.093e-14	2.582e-14	         	         	         
     86	   138.45	     0.00	     77796	CXO J023646.8+594106	 02 36 46.83	+59 41 06.08	   0.52	FALSE	FALSE	   8.42	8.832e-15	7.772e-15	9.903e-15	         	         	         
     86	   147.06	     0.00	     77738	CXO J023653.5+593824	 02 36 53.52	+59 38 24.05	   0.50	FALSE	FALSE	   8.23	1.398e-14	1.229e-14	1.568e-14	         	         	         
     86	   147.38	     0.00	     77786	CXO J023616.7+593956	 02 36 16.70	+59 39 56.67	   0.65	FALSE	FALSE	   6.42	8.093e-15	6.752e-15	9.421e-15	         	         	         
     86	   148.43	     0.00	     77801	CXO J023641.6+594138	 02 36 41.63	+59 41 38.58	   0.75	FALSE	FALSE	   5.49	3.923e-15	3.156e-15	4.698e-15	         	         	         
     86	   151.54	     0.00	     77828	CXO J023647.0+594121	 02 36 47.07	+59 41 21.12	   0.94	FALSE	FALSE	   4.18	6.277e-15	4.904e-15	7.865e-15	         	         	         
     86	   160.69	     0.00	     77794	CXO J023616.9+594036	 02 36 16.97	+59 40 36.47	   0.66	FALSE	FALSE	   6.83	8.347e-15	7.077e-15	9.630e-15	         	         	         
     86	   165.36	     0.00	     77809	CXO J023625.1+593651	 02 36 25.19	+59 36 51.83	   1.07	FALSE	FALSE	   3.15	6.448e-16	3.229e-16	9.994e-16	         	         	         
     86	   167.51	     0.00	     77831	CXO J023638.7+594203	 02 36 38.74	+59 42 03.36	   0.99	FALSE	FALSE	   3.91	6.842e-15	5.221e-15	8.697e-15	         	         	         
     86	   169.80	     0.00	     77806	CXO J023633.2+593628	 02 36 33.28	+59 36 28.71	   0.96	FALSE	FALSE	   3.42	1.501e-15	1.064e-15	2.010e-15	         	         	         
     86	   171.18	     0.00	     77731	CXO J023646.3+593647	 02 36 46.35	+59 36 47.76	   0.56	FALSE	FALSE	   7.31	1.615e-14	1.395e-14	1.836e-14	         	         	         
     86	   174.65	     0.00	     77799	CXO J023651.3+594124	 02 36 51.31	+59 41 24.54	   0.95	FALSE	FALSE	   4.01	1.561e-15	1.154e-15	2.016e-15	         	         	         
     86	   175.81	     0.00	     77797	CXO J023618.2+594115	 02 36 18.24	+59 41 15.56	   0.71	FALSE	FALSE	   7.47	1.332e-14	1.153e-14	1.512e-14	         	         	         
     86	   178.50	     0.00	     77789	CXO J023657.6+594018	 02 36 57.60	+59 40 18.80	   0.63	FALSE	FALSE	   6.94	6.208e-15	5.248e-15	7.159e-15	         	         	         
     89	     5.97	     0.00	     34070	CXO J043048.1+645050	 04 30 48.16	+64 50 50.98	   0.41	 TRUE	FALSE	  15.01	9.883e-14	9.231e-14	1.054e-13	         	         	         
     89	     6.86	     0.00	     34071	CXO J043048.6+645058	 04 30 48.65	+64 50 58.94	   0.42	FALSE	FALSE	  15.74	1.810e-13	1.696e-13	1.923e-13	         	         	         
     89	     7.47	     0.00	     34068	CXO J043048.2+645047	 04 30 48.28	+64 50 46.99	   0.59	 TRUE	FALSE	   3.54	1.452e-14	1.072e-14	1.831e-14	         	         	         
     89	    21.00	     0.00	     34093	CXO J043046.3+645104	 04 30 46.31	+64 51 04.18	   0.53	FALSE	FALSE	   3.73	4.911e-15	3.014e-15	6.815e-15	         	         	         
     89	    53.50	     0.00	     34069	CXO J043057.4+645048	 04 30 57.43	+64 50 48.98	   0.64	FALSE	FALSE	   4.39	1.709e-14	1.339e-14	2.126e-14	         	         	         
     89	   152.35	     0.00	     34076	CXO J043025.3+645035	 04 30 25.31	+64 50 35.76	   0.92	FALSE	FALSE	   3.29	1.060e-14	0.000e+00	8.020e-15	         	         	         
     89	   159.91	     0.00	     34072	CXO J043114.0+645108	 04 31 14.03	+64 51 08.06	   0.73	FALSE	FALSE	   5.90	1.297e-14	1.074e-14	1.522e-14	         	         	         
     89	   164.71	     0.00	     34087	CXO J043114.5+645024	 04 31 14.52	+64 50 24.64	   1.21	FALSE	FALSE	   3.05	1.456e-14	1.018e-14	1.979e-14	         	         	         
    100	     0.03	     0.93	     11459	CXO J010927.0+354305	 01 09 27.02	+35 43 05.27	   0.80	FALSE	FALSE	   3.57	4.702e-14	0.000e+00	3.495e-14	         	         	         
    102	     0.03	     0.82	    121050	CXO J034648.6+680546	 03 46 48.50	+68 05 46.92	   0.32	FALSE	FALSE	  58.49	3.961e-13	3.893e-13	4.030e-13	9.668e-14	8.795e-14	1.055e-13
    102	     6.01	     0.00	    246396	CXO J034649.5+680544	 03 46 49.50	+68 05 44.70	   0.56	FALSE	FALSE	   4.63	         	         	         	2.756e-14	2.166e-14	3.343e-14
    102	    21.11	     0.00	    121071	CXO J034644.9+680553	 03 46 44.91	+68 05 53.39	   1.09	FALSE	FALSE	   8.50	1.735e-14	1.514e-14	1.953e-14	         	         	         
    102	    25.82	     0.00	    121081	CXO J034652.5+680534	 03 46 52.58	+68 05 34.86	   1.02	FALSE	FALSE	   8.21	2.226e-14	1.969e-14	2.486e-14	         	         	         
    102	    36.28	     0.00	    121053	CXO J034643.6+680611	 03 46 43.68	+68 06 11.15	   0.35	FALSE	FALSE	  31.00	1.623e-13	1.571e-13	1.676e-13	5.317e-14	4.622e-14	6.019e-14
    102	    49.09	     0.00	    121047	CXO J034652.8+680504	 03 46 52.81	+68 05 04.14	   0.66	FALSE	FALSE	  14.86	5.702e-14	5.312e-14	6.088e-14	         	         	         
    102	    59.48	     0.00	    121054	CXO J034657.4+680619	 03 46 57.44	+68 06 19.07	   0.35	FALSE	FALSE	  31.96	3.764e-13	3.647e-13	3.882e-13	9.214e-14	8.377e-14	1.006e-13
