,No.,Observed Passband,Measurement,Uncertainty,Units,Freq (Hz),Measurement.1,Uncertainty.1,Units.1,Mode,Aperture/Qualifiers,Reference Code,No..1
131,132,SIV (VLT/VISIR)      , 235                           ,+/- 13     ,milliJy              ,28600000000000.0,0.235,+/- 1.30E-02 ,Jy                   ,"Broad-band
",                                        ,2006A&A...457L..17H,132
132,133,SIV (VLT)            , 268.7                         ,+/- 0.7    ,milliJy              ,28600000000000.0,0.26899999999999996,+/- 7.00E-04 ,Jy                   ,"Broad-band
",Nuclear flux                            ,2014MNRAS.439.1648A,133
133,134,SIV (VLT/VISIR)      , 256                           ,+/- 5      ,milliJy              ,28600000000000.0,0.256,+/- 5.00E-03 ,Jy                   ,"Broad-band
",                                        ,2006A&A...457L..17H,134
134,135,[S IV] 10.51 (IRS)   , 28.59E-18                     ,+/- 3.86E-18 ,W/m^2^               ,28500000000000.0,2860000000.0,+/- 3.86E+08 ,Jy-Hz                ,"Line
",                                        ,2011ApJ...740...94D,135
135,136,[S IV] 10.5 (IRS)    ,...                            ,<1.52E-21   , W/cm^2^             ,28500000000000.0,,<   1.52E+09 ,Jy-Hz                ,"Line
",                                        ,2009ApJ...690.1105K,136
136,137,PAH2_2 (VLT)         , 266.9                         ,+/- 13.3   ,milliJy              ,25200000000000.0,0.267,+/- 1.33E-02 ,Jy                   ,"Broad-band
",Nuclear flux                            ,2014MNRAS.439.1648A,137
137,138,Ne II_1 (VLT/VISIR)  , 330                           ,+/- 18     ,milliJy              ,24400000000000.0,0.33,+/- 1.80E-02 ,Jy                   ,"Broad-band
",                                        ,2006A&A...457L..17H,138
138,139,NEII_1 (VLT)         , 303.9                         ,+/- 16.5   ,milliJy              ,24400000000000.0,0.304,+/- 1.65E-02 ,Jy                   ,"Broad-band
",Nuclear flux                            ,2014MNRAS.439.1648A,139
139,140,[Ne II] 12.8 (IRS)   , 3.26E-21                      ,           ..., W/cm^2^             ,23400000000000.0,3260000000.0,    ...      ,Jy-Hz                ,"Line
",                                        ,2009ApJ...690.1105K,140
140,141,[Ne II] 12.81 (IRS)  , 21.50E-18                     ,+/- 1.85E-18 ,W/m^2^               ,23400000000000.0,2150000000.0,+/- 1.85E+08 ,Jy-Hz                ,"Line
",                                        ,2011ApJ...740...94D,141
141,142,Ne II (VLT/VISIR)    , 306                           ,+/- 10     ,milliJy              ,23400000000000.0,0.306,+/- 1.00E-02 ,Jy                   ,"Broad-band
",                                        ,2006A&A...457L..17H,142
142,143,NEII (VLT)           , 301.2                         ,+/- 16.1   ,milliJy              ,23400000000000.0,0.301,+/- 1.61E-02 ,Jy                   ,"Broad-band
",Nuclear flux                            ,2014MNRAS.439.1648A,143
143,144,[Ne II] 12.81 (IRS)  , 2.91E-21                      ,+/- 0.68E-21 ,W/cm^2^              ,23400000000000.0,2910000000.0,+/- 6.80E+08 ,Jy-Hz                ,"Line
",                                        ,2010ApJ...716.1151W,144
144,145,NEII_2 (VLT)         , 311.3                         ,+/- 48.3   ,milliJy              ,23000000000000.0,0.311,+/- 4.83E-02 ,Jy                   ,"Broad-band
",Nuclear flux                            ,2014MNRAS.439.1648A,145
145,146,[Ne V] 14.32 (IRS)   ,...                            ,<2.66E-21   ,W/cm^2^              ,20900000000000.0,,<   2.66E+09 ,Jy-Hz                ,"Line
",                                        ,2010ApJ...716.1151W,146
146,147,[Ne V] 14.32 (IRS)   , 20.79E-18                     ,+/- 3.77E-18 ,W/m^2^               ,20900000000000.0,2080000000.0,+/- 3.77E+08 ,Jy-Hz                ,"Line
",                                        ,2011ApJ...740...94D,147
147,148,[Ne V] 14.3 (IRS)    , 1.71E-21                      ,           ..., W/cm^2^             ,20900000000000.0,1710000000.0,    ...      ,Jy-Hz                ,"Line
",                                        ,2009ApJ...690.1105K,148
148,149,[Ne V] 14.32 Spitzer , 2.60E-21                      ,+/- 0.33E-21 , W/cm^2^             ,20900000000000.0,2600000000.0,+/- 3.30E+08 ,Jy-Hz                ,"Line
",                                        ,2008ApJ...674L...9D,149
149,150,[Ne III] 15.56 (IRS) , 5.31E-21                      ,+/- 0.37E-21 ,W/cm^2^              ,19300000000000.0,5310000000.0,+/- 3.70E+08 ,Jy-Hz                ,"Line
",                                        ,2010ApJ...716.1151W,150
150,151,[Ne III] 15.5 (IRS)  , 4.51E-21                      ,           ..., W/cm^2^             ,19300000000000.0,4510000000.0,    ...      ,Jy-Hz                ,"Line
",                                        ,2009ApJ...690.1105K,151
151,152,[Ne III] 15.56 (IRS) , 44.80E-18                     ,+/- 3.44E-18 ,W/m^2^               ,19300000000000.0,4480000000.0,+/- 3.44E+08 ,Jy-Hz                ,"Line
",                                        ,2011ApJ...740...94D,152
152,153,24 microns (MIPS)    , 3.7845E+05                    ,+/- 1.7499E+02 ,microJy              ,12700000000000.0,0.37799999999999995,+/- 1.75E-04 ,Jy                   ,"Broad-band
","14.7"" aperture                          ",2013SSTSLC4.2....0C,153
153,154,24 microns (MIPS)    , 3.9685E+05                    ,+/- 7.4631E+01 ,microJy              ,12700000000000.0,0.397,+/- 7.46E-05 ,Jy                   ,"Broad-band
","14.7"" aperture                          ",2013SSTSLC4.2....0C,154
154,155,24 microns (MIPS)    , 4.1549E+05                    ,+/- 1.3850E+02 ,microJy              ,12700000000000.0,0.415,+/- 1.38E-04 ,Jy                   ,"Broad-band
",PSF fit                                 ,2013SSTSLC4.2....0C,155
155,156,24 microns (MIPS)    , 3.8293E+05                    ,+/- 2.1274E+02 ,microJy              ,12700000000000.0,0.38299999999999995,+/- 2.13E-04 ,Jy                   ,"Broad-band
",PSF fit                                 ,2013SSTSLC4.2....0C,156
156,157,[Ne V] 24.32 (IRS)   , 2.74E-21                      ,+/- 0.37E-21 ,W/cm^2^              ,12300000000000.0,,+/- 3.70E+08 ,Jy-Hz                ,"Line
",                                        ,2010ApJ...716.1151W,157
157,158,[O IV] 25.89 (IRS)   , 6.08E-21                      ,+/- 0.26E-21 ,W/cm^2^              ,11600000000000.0,6080000000.0,+/- 2.60E+08 ,Jy-Hz                ,"Line
",                                        ,2010ApJ...716.1151W,158
158,159,[O IV] 25.89 Spitzer , 6.01E-21                      ,+/- 0.28E-21 , W/cm^2^             ,11600000000000.0,6010000000.0,+/- 2.80E+08 ,Jy-Hz                ,"Line
",                                        ,2008ApJ...674L...9D,159
159,160,[O IV] 25.89 (IRS)   , 63.73E-18                     ,+/- 3.68E-18 ,W/m^2^               ,11600000000000.0,6370000000.0,+/- 3.68E+08 ,Jy-Hz                ,"Line
",                                        ,2011ApJ...740...94D,160
